Regulated Donee,Donor,Donation Type,Date Accepted,Date Reported,Measure Names,Destination,Nature Of Donation,Position Standing For,Purpose Of Visit,Value
Alok Sharma MP,Barclays Plc,Visit,09/03/2013,02/05/2013,Value,Singapore and Indonesia,,,"All-Party parliamentary Group for Trade and Invesment visit to Singaore and Indonesa to promote trade and specifically British exports in the education, infrastructure and architecture sectors.","£3,048.84"
Alok Sharma MP,Coalition for Conservation,Visit,14/08/2023,06/09/2023,Value,Sydney,,,To attend and speak at the Coalition for Conservation International Climate Conference.,"£12,082.00"
Alok Sharma MP,Conservative Friends of Israel,Visit,11/11/2013,10/12/2013,Value,Israel and West Bank,,,Fact finding delegation to Israel and the West Bank.,"£2,000.00"
Alok Sharma MP,Global Citizen,Visit,26/04/2023,10/05/2023,Value,New York,,,To attend and speak at the Global Citizen NOW conference,"£10,862.00"
Alok Sharma MP,"Ministry of External Affairs, Government of India",Visit,17/09/2011,26/10/2011,Value,New Delhi and Mumbai,,,"Visit undertaken as part of the Conservative Parliamentary Friends of India at the invitation of the High Commission in London and the Ministry of External Affairs. We visited New Delhi and Mumbai, meeting politicians, government officials and business rep","£8,000.00"
Alok Sharma MP,Prudential Plc,Visit,09/03/2013,02/05/2013,Value,Singapore and Indonesia,,,"All-Party parliamentary Group for Trade and Invesment visit to Singaore and Indonesa to promote trade and specifically British exports in the education, infrastructure and architecture sectors.","£3,048.32"
Alok Sharma MP,Skandinaviska Enskilda Banken AB (Publ),Visit,12/03/2023,06/04/2023,Value,New Delhi,,,To attend and speak at the SEB Nordic CEO Conference.,"£8,630.00"
Alok Sharma MP,The Centre for Multilateral Negotiations GmbH,Visit,09/11/2023,06/12/2023,Value,Abu Dhabi,,,To speak at and participate in an international climate negotiations workshop.,"£6,359.00"
Alun Cairns MP," Mark Pennick",Cash,18/09/2019,14/10/2019,Value,,,,,"£2,000.00"
Alun Cairns MP,AQUIND Ltd,Cash,13/06/2019,24/06/2019,Value,,,,,"£5,000.00"
Alun Cairns MP,Conservative Friends of Israel (CFI Ltd),Visit,12/02/2023,03/03/2023,Value,Israel and the West Bank,,,Fact finding political delegation,"£3,850.00"
Alun Cairns MP,Government of the Hong Kong Special Administrative Region,Visit,23/05/2014,25/06/2014,Value,Hong Kong,,,"All Party Parliamentary China Group delegation visit to understand more 
about the political and economic environment in Hong Kong and the progress towards 
universal suffrage and to engage with and support bids by British business.","£7,920.95"
Alun Cairns MP,Institute of Legislation and Legal Policy,Visit,16/04/2023,10/05/2023,Value,"Tashkent, Uzbekistan",,,"Taking part in an international conference on the constitutional changes in Uzbekistan and their significance for both citizens and the international community, and meeting various key political stakeholders.","£3,000.00"
Alun Cairns MP,Media City Qatar,Visit,20/05/2023,06/06/2023,Value,Doha,,,"To participate at the Bloomberg Qatar Economic Forum 2023 and meet Qatari and international officials to discuss current affairs including regional conflict resolution, labour rights, and Qatar-UK bilateral relations.","£6,900.00"
Alun Cairns MP,Ministry of Foreign Affairs of the State of Qatar,Visit,25/03/2022,21/04/2022,Value,Qatar,,,Participation at the Doha Forum 2022.,"£5,458.00"
Alun Cairns MP,Mr Duncan Barber,Cash,10/10/2018,23/10/2018,Value,,,,,"£2,000.00"
Alun Cairns MP,Mr Mark Pennick,Cash,18/06/2018,19/06/2018,Value,,,,,"£4,000.00"
Alun Cairns MP,Mr Mark Pennick,Cash,10/10/2018,23/10/2018,Value,,,,,"£5,000.00"
Alun Cairns MP,Mr Mark Pennick,Cash,12/11/2018,23/10/2018,Value,,,,,"£2,500.00"
Alun Cairns MP,Nominet UK,Visit,05/11/2012,04/12/2012,Value,"Baku, Azerbaijan",,,parliamentary delegation to Internet Governance Forum,"£4,500.00"
Alun Cairns MP,Nominet UK,Visit,22/10/2013,22/11/2013,Value,"Bali, Indonesia",,,Parliamentary delegation to Internet Governance Forum.,"£4,500.00"
Alun Cairns MP,"Somaliland Chamber of Commerce, Industry and Agriculture",Visit,16/02/2022,07/03/2022,Value,Somaliland,,,"Trade and political visit, including meetings with the Somaliland President and other ministers and a visit to Berbera port.","£4,620.78"
Alun Craig Williams,Conservative Friends of Israel,Visit,24/06/2014,14/07/2014,Value,Israel & Palestine,,,Part of a political delegation,"£1,600.00"
Alun Davies,The Evan Roberts Institute,Visit,24/02/2019,25/03/2019,Value,Israel and the West Bank,,,Heritage promotion and fact finding visit,"£2,431.71"
Alun Michael MP,"auDA, the Australian Internet Domain Name Registry",Visit,21/06/2009,01/07/2009,Value,"Sydney, Australia",,,Attend launch of Best Practice Awards.,"£4,000.00"
Alun Michael MP,Nominet,Visit,25/09/2011,12/10/2011,Value,"Nairobi, Kenya",,,To attend the annual United Nations Internet Governance Forum (IGF) as part of a parliamentary delegation. This relates to my work as an MP and specifically as Chair of the Parliamentary Internet & Communications Technology Forum (PICTFOR) and Chair of the,"£3,300.00"
Alun Michael MP,"Nominet, the .uk Domain Registry",Visit,09/09/2009,01/10/2009,Value,"Nairobi, Kenya",,,Attend East African Internet Governance Forum.,"£4,000.00"
Alun Michael MP,"Nominet, the .uk Domain Registry",Visit,19/11/2009,01/12/2009,Value,"Sharm-el-Sheikh, Egypt",,,Attend annual UN Internet Governance Forum.,"£1,203.00"
Alun Michael MP,ResultsUK,Visit,11/02/2012,05/09/2012,Value,South Africa,,,participation in delegation to South Africa to study the impact of TB and TB/HIV co-infection. (,"£2,600.00"
Alyn Smith,Woodrow Wilson International Centre for Scholars,Visit,03/02/2020,21/02/2020,Value,"Washing DC, USA",,,"Return economy flight £826; hotel accommodation for six nights (£171 per night) £1,026; total value £1,852.To participate in the donor's Defeating Disinformation workshop.","£1,852.00"
Amanda Milling MP,Conservative Friends of Israel Ltd,Visit,14/02/2016,01/03/2016,Value,Israel and the West Bank,,,fact finding political delegation.,"£2,000.00"
Amber Rudd MP,Conservative Friends of Israel,Visit,27/05/2012,18/06/2012,Value,Israel and the West Bank,,,fact finding political delegation,"£1,700.00"
Amber Rudd MP,The Bilderberg Association,Visit,07/06/2018,18/07/2018,Value,Turin,,,To attend the Bilderberg Conference.,"£1,681.91"
Anas Sarwar MP,A & G Investments LLP,Cash,05/12/2011,12/01/2012,Value,,,,,"£4,000.00"
Anas Sarwar MP,Community,Cash,17/02/2021,22/04/2021,Value,,,,,"£5,000.00"
Anas Sarwar MP,GMB Union,Cash,16/02/2021,22/04/2021,Value,,,,,"£5,000.00"
Anas Sarwar MP,Government of United Arab Emirates,Visit,23/11/2012,05/12/2012,Value,"Abu Dhabi and Dubai, United Arab Emirates",,,"To meet with Government ministers, Members of the Federal National
Council, UK diplomatic and armed forces personnel, senior UK and Emirati business figures
to better understand the regional security perspective, the state of the bilateral relationship and","£3,500.00"
Anas Sarwar MP,Kasim Gulzar Limited,Cash,20/10/2017,28/11/2017,Value,,,,,"£40,000.00"
Anas Sarwar MP,Lord William Haughey,Cash,27/11/2017,28/11/2017,Value,,,,,"£10,000.00"
Anas Sarwar MP,Mrs Perveen Sarwar,Cash,14/11/2017,28/11/2017,Value,,,,,"£20,000.00"
Anas Sarwar MP,Mrs Perveen Sarwar,Cash,18/02/2021,22/04/2021,Value,,,,,"£10,000.00"
Anas Sarwar MP,Mrs Perveen Sarwar,Cash,24/03/2021,22/04/2021,Value,,,,,"£16,000.00"
Anas Sarwar MP,PG Paper Company Limited,Cash,06/10/2017,28/11/2017,Value,,,,,"£40,000.00"
Anas Sarwar MP,Rightdose Healthcare Limited,Cash,09/03/2021,22/04/2021,Value,,,,,"£20,000.00"
Anas Sarwar MP,United Brands Limited,Cash,28/11/2017,28/11/2017,Value,,,,,"£37,000.00"
Anas Sarwar MP,United Brands Limited,Non Cash,28/11/2017,28/11/2017,Value,,Staff costs,,,"£4,000.00"
Anas Sarwar MP,United Tradeston Limited,Non Cash,28/11/2017,28/11/2017,Value,,Premises,,,"£2,691.43"
Anas Sarwar MP,United Wholesale (Scotland) Ltd,Cash,02/12/2011,12/01/2012,Value,,,,,"£5,000.00"
Anas Sarwar MP,United Wholesale (Scotland) Ltd,Cash,22/12/2011,12/01/2012,Value,,,,,"£5,000.00"
Anas Sarwar MP,USDAW,Cash,23/01/2021,22/04/2021,Value,,,,,"£5,000.00"
Andrea Jenkyns," Hugh Sloane",Cash,30/07/2023,01/09/2023,Value,,,,,"£3,000.00"
Andrea Jenkyns," Mustafa Mohammed",Cash,30/07/2023,01/09/2023,Value,,,,,"£3,000.00"
Andrea Jenkyns MP," William James Gerald Rogers",Cash,01/08/2019,06/08/2019,Value,,,,,"£10,000.00"
Andrea Jenkyns MP,All-Party Parliamentary China Group,Visit,19/09/2015,02/10/2015,Value,"China (Beijing, Shenyang and Dalian)",,,To maintain and strengthen relations between the UK Parliament and the National People’s Congress of China; to learn about and support British businesses operating in China; and to deepen the knowledge and understanding of parliamentarians of China.,"£2,998.65"
Andrea Jenkyns MP,Bahrain Ministry of Foreign Affairs,Visit,21/01/2016,01/02/2016,Value,Bahrain,,,Conservative Middle East Council Parliamentary fact finding delegation to Bahrain,"£4,753.26"
Andrea Jenkyns MP,Conservative Friends of Israel,Visit,30/08/2015,28/09/2015,Value,Israel and the West Bank,,,Fact finding political delegation.,"£2,000.00"
Andrea Jenkyns MP,IX Wireless Limited,Cash,05/07/2021,15/07/2021,Value,,,,,"£2,000.00"
Andrea Jenkyns MP,J.C. Bamford Excavators Ltd,Cash,05/11/2019,09/01/2020,Value,,,,,"£7,000.00"
Andrea Jenkyns MP,Malaria No More,Visit,24/07/2018,10/08/2018,Value,Kenya,,,Insight into the impact of malaria on local communities and the challenges of fighting malaria in a high-burden country.,"£1,600.57"
Andrea Jenkyns MP,Mr George E T Holmes,Cash,04/02/2019,14/02/2019,Value,,,,,"£2,000.00"
Andrea Jenkyns MP,Mr Hugh Sloane,Cash,03/09/2018,06/09/2018,Value,,,,,"£3,138.17"
Andrea Jenkyns MP,Mr Hugh Sloane,Cash,08/10/2018,11/10/2018,Value,,,,,"£2,036.87"
Andrea Jenkyns MP,Mr Hugh Sloane,Cash,21/12/2018,21/12/2018,Value,,,,,"£24,771.72"
Andrea Jenkyns MP,Mr Hugh Sloane,Cash,16/12/2019,09/01/2020,Value,,,,,"£2,064.00"
Andrea Jenkyns MP,Mr Hugh Sloane,Non Cash,02/11/2018,04/12/2018,Value,,Staff costs,,,"£2,064.31"
Andrea Jenkyns MP,Mr Hugh Sloane,Non Cash,03/12/2018,04/12/2018,Value,,Staff costs,,,"£2,064.31"
Andrea Jenkyns MP,Mr Hugh Sloane,Non Cash,16/12/2019,07/02/2020,Value,,Staff costs,,,"£2,064.31"
Andrea Jenkyns MP,Mr Jeremy Hoskings,Cash,12/12/2018,04/12/2018,Value,,,,,"£5,000.00"
Andrea Jenkyns MP,Taipei Representative Office in the UK,Visit,25/09/2016,14/10/2016,Value,Taiwan,,,"To understand Taiwan's political system, its healthcare system and learn about post-Brexit opportunities for trade","£3,880.00"
Andrea Jenkyns MP,United and Cecil,Cash,04/11/2019,09/01/2020,Value,,,,,"£2,500.00"
Andrea Jenkyns MP,United and Cecil,Cash,17/06/2023,07/07/2023,Value,,,,,"£12,000.00"
Andrea Leadsom MP,Crowne Associates Ltd (trading as This is Purpose),Non Cash,21/03/2022,27/07/2022,Value,,Administration services,,,£830.00
Andrea Leadsom MP,Crowne Associates Ltd (trading as This is Purpose),Non Cash,10/05/2022,27/07/2022,Value,,Administration services,,,"£1,263.33"
Andrea Leadsom MP,Gloucester Research Ltd,Cash,05/07/2012,18/10/2012,Value,,,,,"£20,000.00"
Andrea Leadsom MP,Gloucester Research Ltd,Non Cash,03/02/2011,09/02/2011,Value,,Staff costs,,,"£6,500.00"
Andrea Leadsom MP,Gloucester Research Ltd,Non Cash,14/04/2011,05/05/2011,Value,,Staff costs,,,"£18,500.00"
Andrea Leadsom MP,Gloucester Research Ltd,Non Cash,24/11/2011,14/12/2011,Value,,Other,,,"£25,500.00"
Andrea Leadsom MP,The American Legislative Exchange Council,Visit,27/07/2008,01/08/2008,Value,Washington and Chicago,,,To attend exchange meetings.,"£1,800.00"
Andrea Leadsom MP,The Methodist Church,Non Cash,17/04/2023,17/04/2023,Value,,Staff costs,,,"£4,267.00"
Andrew Bingham MP,Channel 4,Non Cash,12/02/2017,13/03/2017,Value,,Hospitality,,,"£1,840.00"
Andrew Bowie,Conservative Friends of Israel,Visit,11/02/2018,28/02/2018,Value,Israel and West Bank,,,Fact-finding political delegation.,"£2,650.00"
Andrew Bowie,International Republican Institute,Visit,04/09/2018,20/09/2018,Value,"Washington DC, USA",,,"To attend LEAD21, a seminar for MPs.","£2,000.00"
Andrew Bridgen MP,AB Produce Plc,Cash,06/07/2010,01/08/2010,Value,,,,,"£2,100.00"
Andrew Bridgen MP,AB Produce Plc,Cash,06/10/2010,01/11/2010,Value,,,,,"£2,100.00"
Andrew Bridgen MP,Mere Plantations Ltd,Visit,04/08/2019,20/08/2019,Value,"Afram Headwaters, Ashanti Region, Ghana",,,"UK company major asset inspection (hardwood plantations). Learning trip on potential climate change mitigation for UK. - Flights £2,469.93.","£3,300.00"
Andrew Dismore MP,BAA Plc,Non Cash,05/07/2001,01/08/2001,Value,,Travel,,,"£5,245.20"
Andrew Dismore MP,Christine Lee and Co. Solicitors,Visit,26/09/2008,01/10/2008,Value,Beijing,,,Chair of All Party Chinese in Britain Group.,"£1,200.00"
Andrew Duff MEP,BAA Plc,Non Cash,07/07/2001,01/08/2001,Value,,Travel,,,"£3,933.90"
Andrew George MP,Bill and Melinda Gates Foundation,Visit,04/09/2005,01/10/2005,Value,Kenya,,,"Visiting hospitals, health centres and officials","£1,283.07"
Andrew George MP,Government of Sri Lanka,Visit,05/04/2008,01/05/2008,Value,Sri Lanka,,,Meet Government and the Opposition,"£2,683.00"
Andrew George MP,Results UK,Visit,10/01/2006,01/02/2006,Value,Indianapolis,,,Seminar on the launch of the Stop TB Camapign,"£4,018.15"
Andrew George MP,Results UK,Visit,20/02/2009,01/03/2009,Value,Malawi,,,Study tour on global tuberculosis.,"£1,660.00"
Andrew George MP,Results UK,Visit,03/09/2010,01/10/2010,Value,Kenya,,,"Study TB programmes, meet with Kenyan MPs.","£1,797.00"
Andrew Griffiths MP," Graham Edwards",Cash,08/06/2023,15/06/2023,Value,,,,,"£5,000.00"
Andrew Griffiths MP," Jonathan Moynihan",Cash,28/03/2023,11/04/2023,Value,,,,,"£2,000.00"
Andrew Griffiths MP," Wol Kolade CBE",Cash,10/01/2023,23/01/2023,Value,,,,,"£5,000.00"
Andrew Griffiths MP,Businessfore,Cash,13/08/2018,07/09/2018,Value,,,,,"£10,000.00"
Andrew Griffiths MP,Businessfore,Cash,18/09/2019,30/09/2019,Value,,,,,"£10,000.00"
Andrew Griffiths MP,Conservative Friends of Israel,Visit,27/10/2007,01/11/2007,Value,Israel,,,Fact finding & meetings with Politicians,"£2,000.00"
Andrew Griffiths MP,Lord Michael Spencer,Cash,18/05/2023,15/06/2023,Value,,,,,"£2,500.00"
Andrew Griffiths MP,Satellite Applications Catapult Ltd,Visit,03/02/2020,17/02/2020,Value,"Denver, Colorado and Florida",,,"To experience the launch of Solar Orbiter and advance MPs’ understanding of the USA’s space programme and UK space policy topics. Also to visit NASA, US Space Force and UK space companies’ US operations","£6,600.00"
Andrew Gwynne MP,Boehringer Ingelheim Ltd,Visit,21/07/2011,10/10/2011,Value,Japan,,,In my role as Chair of the All-Party Parliamentary Thrombosis Group I chaired two policy discussion forums during the International Society of Thrombosis and Haemostasis Conference in Japan.,"£6,400.00"
Andrew Gwynne MP,Coalition for Global Prosperity,Visit,10/10/2022,31/10/2022,Value,Jordan,,,Delegation to see Save the Children’s work in supporting those affected by the Syrian refugee crisis and some of the UK’s key partnerships in helping the Jordanian Government implement a constitutional democracy.,"£2,203.71"
Andrew Gwynne MP,Friends of the British Overseas Territories,Visit,02/08/2023,24/08/2023,Value,Saint Helena,,,A delegation to the British Overseas Territory of Saint Helena to learn about the opportunities and challenges facing the island,"£2,360.05"
Andrew Gwynne MP,Government of Hong Kong Special Administrative Region,Visit,01/10/2007,01/11/2007,Value,Hong Kong,,,Visit by All Party Parliamentary China Group,"£7,000.00"
Andrew Gwynne MP,Government of India,Visit,01/04/2006,01/05/2006,Value,India,,,Visit with Labour Friends of India,"£5,000.00"
Andrew Gwynne MP,Government of Norway,Visit,05/04/2008,01/05/2008,Value,"Svalbard and Spitzbergen, Norway",,,Monitor effects of global warming on Artic region,"£2,200.00"
Andrew Gwynne MP,Government of the Hong Kong Special Administrative Region,Visit,25/05/2014,25/06/2014,Value,Hong Kong,,,"All Party Parliamentary China Group delegation visit to understand more 
about the political and economic environment in Hong Kong and the progress towards 
universal suffrage and to engage with and support bids by British business.","£10,586.36"
Andrew Gwynne MP,HM Government of Gibraltar,Visit,08/09/2016,30/09/2016,Value,Gibraltar,,,to attend Gibraltar National Day related events and briefings on the impact of Brexit on the Overseas Territory with a group of parliamentarians from the Gibraltar All-Party Parliamentary Group,"£1,726.00"
Andrew Gwynne MP,Labour Friends of Israel,Visit,02/09/2007,01/10/2007,Value,Israeli and Palestinian territories,,,Fact-finding visit.,"£1,485.00"
Andrew Gwynne MP,Labour Friends of Israel,Visit,07/09/2008,01/10/2008,Value,Israel and Palestine,,,Party of Parliamentary delegates.,"£1,300.00"
Andrew Gwynne MP,Labour Friends of Israel,Visit,13/09/2009,01/10/2009,Value,Israel and Palestine,,,Fact-finding mission.,"£1,528.00"
Andrew Gwynne MP,Labour Friends of Israel,Visit,27/05/2018,13/06/2018,Value,Israel and Palestinian territories,,,"Fact-finding visit. Meeting with Israeli and Palestinian co-existence campaigners, politicians, academics and diplomats.","£1,600.00"
Andrew Gwynne MP,March of the Living UK,Visit,16/04/2023,26/04/2023,Value,Poland,,,"Holocaust education visit to Poland. Visits to museums, historical sites and cultural centres. Attending the March of the Living 2023","£2,149.00"
